1,IC Pandey,C Nanda,Sunny Gupta,ND Doshi,S Ladda,Sandeep Sharma (1),V Pratap Singh,U Kaul,PJ Cummins,L Ablish,RR Bhatkal,Abdur Razzak,YA Abdulla
2,Pankaj Singh,UA Birla,I Malhotra,VS Malik,SN Thakur,Parvez Rasool,AN Ghosh
3,M de Lange,PM Sarvesh Kumar,P Parameswaran,BE Hendricks,DP Vijaykumar,Shoaib Ahmed,NJ Rimmington,JJ Bumrah,SE Bond,DJ Muthuswami
4,C Madan,WPUJC Vaas,VY Mahesh,Shahid Afridi,SL Malinga,AB Barath,SA Abbott,SK Trivedi,VR Aaron,LA Carseldine,GR Napier,JDS Neesham,MS Wade,PJ Sangwan,GB Hogg
5,JO Holder,A Nehra,R Tewatia,BR Dunk,LPC Silva,J Arunkumar,J Syed Mohammad,MM Sharma,VH Zol,SW Tait,NM Coulter-Nile,BMAJ Mendis,SP Narine,PP Ojha,S Nadeem,CK Kapugedera,S Kaul,SM Harwood,AA Noffke,A Kumble,B Sumanth,KW Richardson
6,M Klinger,RR Sarwan,GC Smith,R McLaren,RE van der Merwe,GJ Maxwell,V Kohli,OA Shah,P Kumar,M Vohra,AB Agarkar,STR Binny,MK Pandey,M Kaif,TM Dilshan,DT Christian,R Bhatia,AP Majumdar,AR Patel,Shakib Al Hasan,Ankit Sharma,AP Tare,S Vidyut,RN ten Doeschate,KK Nair,AB McDonald,DA Miller,Q de Kock,DH Yagnik,CA Pujara,MR Marsh,KL Rahul,Kamran Akmal,DW Steyn,N Saini,ML Hayden,AJ Finch,R Dhawan,MD Mishra,AD Russell,MN van Wyk,M Rawat,SR Tendulkar,KC Sangakkara,J Botha,S Chanderpaul,S Sohal,MK Tiwary,AD Mathews,RR Powar,LA Pomersbach,K Cooper,FY Fazal,R Dravid,GJ Bailey,BJ Hodge,MEK Hussey,AC Blizzard,SR Watson,B Akhil,KV Sharma,ST Jayasuriya,IK Pathan,DB Ravi Teja,SM Pollock,RA Jadeja,KP Pietersen,JR Hopes,MDKJ Perera,JH Kallis,AM Nayar,B Lee,PC Valthaty,TG Southee,SE Marsh
7,WP Saha,BB McCullum,DR Smith,R Sharma,MS Bisla,Harbhajan Singh,RG Sharma,UBT Chand,AB de Villiers,SP Fleming,A Ashish Reddy,HH Pandya,AL Menaria,JP Faulkner,DB Das,MA Agarwal,KD Karthik,U Chand,DA Warner,RS Bopara,VVS Laxman,JEC Franklin,MF Maharoof,SPD Smith,SA Yadav,JD Ryder,W Jaffer,G Gambhir,S Badrinath,AA Bilakhia,F du Plessis,EJG Morgan,RJ Quiney,MN Samuels,R Vinay Kumar,K Goel,MV Boucher,CM Gautam,S Dhawan,SS Iyer,PP Chawla,NV Ojha,AD Mascarenhas,M Vijay,D Salunkhe,PA Reddy,AM Rahane,R Ashwin,Z Khan,S Anirudha,RV Gomez,MS Dhoni,P Dogra,MA Starc,DJ Bravo,Azhar Mahmood,SS Tiwary,RV Uthappa,NLTC Perera,LMP Simmons,R Sathish,CH Morris,TL Suman,PD Collingwood,Y Venugopal Rao,YV Takawale,A Mishra,M Manhas,Y Nagar,DJG Sammy,J Suchith,P Negi,CJ Anderson,SV Samson,MG Johnson,CH Gayle,MC Henriques,MJ Lumb,Iqbal Abdulla,RE Levi,V Sehwag,JA Morkel
8,DJ Thornely,KK Cooper,AUK Pathan,MM Patel,Umar Gul,T Taibu,KS Williamson,DJ Harris,SN Khan,AG Paunikar,BA Bhatt,DT Patil,SB Joshi,SS Shaikh,Imran Tahir,AS Yadav,SB Bangar,MC Juneja,B Kumar,MJ McClenaghan,BB Samantray,M Morkel,S Sriram,S Rana,DS Kulkarni,SM Katich,R Rampaul,UT Yadav,MJ Clarke,RT Ponting,Salman Butt,Anirudh Singh,WD Parnell,LJ Wright,I Sharma,SD Chitnis,SB Jakati,A Flintoff,BJ Rohrer,NL McCullum,RR Rossouw,MS Gony,DJ Jacobs,S Aravind,Sunny Singh,Mohammad Hafeez,TR Birt,SP Goswami,CA Lynn,GH Vihari,IR Jaggi,JM Kemp,JDP Oram,KB Arun Karthik,S Narwal,A Chopra,JP Duminy,PR Shah,DL Vettori,CJ Ferguson,DPMD Jayawardene,B Chipli,DE Bollinger,NK Patel,CA Ingram
9,Mohammed Shami,JE Taylor,JD Unadkat,S Tyagi,R Ninan,D Kalyankrishna,Mohammad Asif,Younis Khan,Sachin Baby,BAW Mendis,Kamran Khan,Yashpal Singh,Misbah-ul-Haq,Shoaib Malik,HV Patel,RP Singh,RJ Harris,SK Raina,Gurkeerat Singh,MA Khote,PA Patel,SA Asnodkar,HH Gibbs,Bipul Sharma,Mandeep Singh,WA Mota,AT Rayudu,DJ Hooda,AS Raut,KM Jadhav,YK Pathan,CL White,AC Voges,SB Styris,KA Pollard,D Wiese,AC Gilchrist,Yuvraj Singh,DJ Hussey,LRPL Taylor,SK Warne,M Kartik,RJ Peterson,LR Shukla,AA Jhunjhunwala,SC Ganguly,A Symonds
10,S Randiv,YS Chahal,KP Appanna,H Das,VS Yeligati,SB Wagh,Mashrafe Mortaza,RG More,Mohammad Ashraful,RS Gavaskar,AS Rajpoot,Shoaib Akhtar,A Singh,B Laughlin,VRV Singh,A Chandila,FH Edwards,RS Sodhi,DP Nannes,A Uniyal,CRD Fernando,GD McGrath,SMSM Senanayake,KAJ Roach,TD Paine,D du Preez,X Thalaivan Sargunam,J Theron,AG Murtaza,T Kohli,DAJ Bracewell,Y Gnaneswara Rao,Sandeep Sharma,R Shukla,AB Dinda,M Ntini,Karanveer Singh,T Henderson,DNT Zoysa,R Bishnoi,K Upadhyay,AA Chavan,PV Tambe,DR Martyn,S Gopal,A Mukund,T Thushara,Harpreet Singh,Shami Ahmed,KMDN Kulasekara,CK Langeveldt,P Awana,NJ Maddinson,CJ McKay,TM Srivastava,M Muralitharan,BCJ Cutting,AC Thomas,Jaskaran Singh,DS Lehmann,JJ van der Wath,SJ Srivastava,BJ Haddin,Anureet Singh,RR Raje,Harmeet Singh,Shivam Sharma,L Ronchi,Joginder Sharma,L Balaji,S Sreesanth,A Mithun,AP Dole,Sohail Tanvir,AN Ahmed
